"","X","ENS","PreB_shPhf23_1_count","PreB_shPhf23_2_count","PreB_shPhf23_3_count","PreB_shRen_1_count","PreB_shRen_2_count","PreB_shRen_3_count","PreB_shPhf23_1_TPM","PreB_shPhf23_2_TPM","PreB_shPhf23_3_TPM","PreB_shRen_1_TPM","PreB_shRen_2_TPM","PreB_shRen_3_TPM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","cluster"
"1881",1881,"ENSMUSG00000041911",6,7,3,7,12,13,0.003483997,0.004141646,0.001729142,0.003990491,0.006967994,0.008867204,7.142268759,-1.032327184,0.649008631,-1.590621657,0.111694748,NA,"Dlx1",13390,"only_PHF23_RNA"
"17362",17362,"ENSMUSG00000059005",8741,8278,8823,8361,8564,8403,7.048266819,6.801347917,7.061882456,6.618828934,6.90554365,7.959254238,8339.321612,0.001082685,0.058843178,0.018399492,0.985320158,0.996138738,"Hnrnpa3",229279,"only_PHF23_RNA"
"6420",6420,"ENSMUSG00000042272",134,141,153,167,207,166,0.066526015,0.071327036,0.075398227,0.081396344,0.102767799,0.096808078,150.9638195,-0.357817383,0.145713955,-2.455615064,0.014064372,0.165020682,"Sestd1",228071,"only_PHF23_RNA"
"18281",18281,"ENSMUSG00000027011",1249,1084,1120,1136,1160,1057,1.270809449,1.123817091,1.131146898,1.134744393,1.180255373,1.263309558,1111.243366,0.01819432,0.068779569,0.264530881,0.791370872,0.94590869,"Ube2e3",22193,"only_PHF23_RNA"
"21219",21219,"ENSMUSG00000027087",577,595,572,555,578,489,0.242031044,0.254308327,0.238162993,0.228554598,0.242450509,0.240946665,574.3042011,0.082911943,0.079977516,1.036690643,0.299880054,0.703039832,"Itgav",16410,"only_PHF23_RNA"
"23176",23176,"ENSMUSG00000076437",1091,1143,1143,1001,1098,923,2.076625137,2.216807284,2.159546579,1.870549265,2.089949038,2.063725141,1074.67299,0.138056405,0.066010282,2.091437897,0.036488828,0.274003404,"Selenoh",72657,"only_PHF23_RNA"
"21411",21411,"ENSMUSG00000027080",715,728,780,716,704,639,1.551386749,1.60951033,1.67993171,1.52520695,1.527519261,1.628664731,687.6745712,0.087192766,0.079630471,1.094967358,0.273530937,0.680811041,"Med19",381379,"only_PHF23_RNA"
"20351",20351,"ENSMUSG00000027067",13553,12489,12343,12194,12913,11068,11.59680559,10.88877332,10.48350861,10.24355836,11.04918103,11.12471481,11905.0749,0.062988013,0.048090397,1.309783609,0.19026905,0.595054745,"Ssrp1",20833,"only_PHF23_RNA"
"22794",22794,"ENSMUSG00000040687",2127,2029,1865,1846,2008,1592,0.584641709,0.568267351,0.508843382,0.498144935,0.551932558,0.514022543,1909.871603,0.12494278,0.064454073,1.938477648,0.052564975,0.334086545,"Madd",228355,"only_PHF23_RNA"
"7577",7577,"ENSMUSG00000002109",169,131,165,183,196,161,0.131202363,0.1036274,0.127151617,0.139478658,0.152163688,0.146824195,171.5558769,-0.238096185,0.138588036,-1.718013995,0.085794063,0.423754489,"Ddb2",107986,"only_PHF23_RNA"
"18098",18098,"ENSMUSG00000040479",4372,4136,3852,4163,4356,3547,1.845215489,1.778671808,1.613749816,1.724944262,1.838462642,1.758510332,4367.553009,0.014646744,0.059734876,0.245195852,0.806304788,0.950437383,"Dgkz",104418,"only_PHF23_RNA"
"14928",14928,"ENSMUSG00000027230",6,9,4,8,6,5,0.014188956,0.02168653,0.009389494,0.018573378,0.014188956,0.013889481,6.519555443,-0.016071261,0.668775678,-0.024030869,0.980827986,NA,"Creb3l1",26427,"only_PHF23_RNA"
"22226",22226,"ENSMUSG00000058318",702,650,727,637,700,563,0.25715668,0.242617659,0.26434926,0.22908774,0.25642404,0.242262331,644.3914343,0.108311559,0.07696084,1.407359375,0.159320851,0.552915886,"Phf21a",192285,"only_PHF23_RNA"
"12213",12213,"ENSMUSG00000049922",1060,1063,1028,1201,1089,932,1.017461529,1.03966578,0.979463453,1.131766556,1.04529774,1.050859953,1094.613309,-0.052364146,0.068457963,-0.764909498,0.444325437,0.802733918,"Slc35c1",228368,"only_PHF23_RNA"
"15703",15703,"ENSMUSG00000075028",290,267,252,263,293,241,0.094767545,0.088903989,0.081741982,0.084376032,0.095747899,0.092511447,277.7261869,-0.000270067,0.110883913,-0.002435586,0.998056686,0.999338337,"Prdm11",100042784,"only_PHF23_RNA"
"21350",21350,"ENSMUSG00000027193",6299,6141,6646,6053,6154,5485,5.656366233,5.618926654,5.923920734,5.336276244,5.526159358,5.785745713,5876.153806,0.08573121,0.047270904,1.813614787,0.069737052,0.385078354,"Api5",11800,"only_PHF23_RNA"
"17497",17497,"ENSMUSG00000027184",20288,19698,20318,20147,20533,18486,7.217990403,7.140811194,7.175315622,7.037026195,7.305155606,7.725681688,19308.92369,0.003477516,0.038687655,0.089886968,0.928377037,0.983526473,"Caprin1",53872,"only_PHF23_RNA"
"19304",19304,"ENSMUSG00000032698",197,242,229,214,252,176,0.169295201,0.211905456,0.195342568,0.180548511,0.216560358,0.177667457,206.4838864,0.03945134,0.12988751,0.303734672,0.761330041,0.937974301,"Lmo2",16909,"only_PHF23_RNA"
"18972",18972,"ENSMUSG00000027177",2152,2070,2268,2041,2154,2036,1.342142059,1.315451734,1.40404898,1.249686105,1.343389403,1.491594559,2072.565186,0.032412968,0.062435384,0.519144213,0.603660179,0.88196069,"Hipk3",15259,"only_PHF23_RNA"
"3972",3972,"ENSMUSG00000027175",17,13,9,20,27,25,0.009361775,0.007294591,0.004919656,0.01081287,0.014868701,0.016172087,18.52792279,-0.910877535,0.402114775,-2.265217771,0.023499319,0.216887526,"Tcp11l1",320554,"only_PHF23_RNA"
"24325",24325,"ENSMUSG00000027134",519,485,492,442,496,359,0.702149083,0.668577977,0.660708763,0.587064692,0.67103265,0.570523084,503.0707853,0.187384778,0.09736898,1.924481256,0.054294288,0.339666016,"Lpcat4",99010,"only_PHF23_RNA"
"19997",19997,"ENSMUSG00000027351",793,722,737,729,762,645,0.691224059,0.641255657,0.63767022,0.623842422,0.66420269,0.660422971,657.5584181,0.05418717,0.07371567,0.735083462,0.462288666,0.812967271,"Spred1",114715,"only_PHF23_RNA"
"18687",18687,"ENSMUSG00000009549",946,973,994,1024,986,811,2.251832006,2.359967622,2.348627949,2.393021084,2.34704689,2.267683829,947.6133207,0.026155805,0.06746699,0.387683005,0.698250634,0.919548381,"Srp14",20813,"only_PHF23_RNA"
"23313",23313,"ENSMUSG00000074918",919,937,940,850,917,729,1.852943081,1.925016744,1.881297205,1.682547022,1.848910561,1.726596648,848.7419336,0.143232147,0.069504199,2.0607697,0.039325016,0.28386263,"Inafm2",100043272,"only_PHF23_RNA"
"20372",20372,"ENSMUSG00000040007",913,847,874,906,878,703,1.069273473,1.010764031,1.016043816,1.041712631,1.028282704,0.967141764,937.7418927,0.063375192,0.077669533,0.815959478,0.414523312,0.787369383,"Bahd1",228536,"only_PHF23_RNA"
"18735",18735,"ENSMUSG00000034154",2486,2395,2439,2358,2448,2255,2.115417007,2.076580341,2.060106426,1.969882787,2.083081591,2.254022315,2373.901948,0.027231771,0.053814099,0.506034124,0.612832695,0.886114063,"Ino80",68142,"only_PHF23_RNA"
"20656",20656,"ENSMUSG00000027304",2895,2735,2879,2765,2748,2466,2.734896303,2.632679429,2.699708974,2.564419962,2.596025921,2.736542303,2656.205033,0.069389982,0.052790201,1.314448158,0.188695433,0.592401439,"Rtf1",76246,"only_PHF23_RNA"
"13541",13541,"ENSMUSG00000027293",1839,1758,1800,1932,1899,1585,2.385214095,2.323340493,2.317400691,2.460109721,2.46303511,2.414858578,1811.896564,-0.025812892,0.055896823,-0.461795328,0.644228101,0.897048363,"Ehd4",98878,"only_PHF23_RNA"
"17464",17464,"ENSMUSG00000027263",884,789,801,753,862,809,0.354593233,0.322480556,0.318928759,0.296534256,0.345768514,0.381191754,796.0438254,0.002772296,0.083864715,0.033056766,0.973629319,0.993588894,"Tubgcp4",51885,"only_PHF23_RNA"
"12401",12401,"ENSMUSG00000027248",7987,7960,8656,8663,8900,7501,11.09571533,11.26764207,11.93635863,11.81521567,12.36407493,12.2407375,7648.708923,-0.048461095,0.050098125,-0.967323519,0.33338233,0.730881352,"Pdia3",14827,"only_PHF23_RNA"
"26069",26069,"ENSMUSG00000074881",4,2,3,1,3,3,0.010517971,0.005358587,0.00783026,0.002581509,0.007888478,0.009266378,2.428691378,0.327125611,1.077852982,0.303497431,0.761510805,NA,"Mageb3",17147,"only_PHF23_RNA"
"20916",20916,"ENSMUSG00000027236",3661,3929,3913,3550,3744,3437,3.751590856,4.102476687,3.98023374,3.571460161,3.836644678,4.137252905,3350.198164,0.075413766,0.056000888,1.346653028,0.178092007,0.580796633,"Eif3j1",78655,"only_PHF23_RNA"
"10551",10551,"ENSMUSG00000091337",502,476,461,542,502,470,1.827399414,1.765570525,1.665764793,1.937005116,1.827399414,2.009761025,462.6834557,-0.096480799,0.086743204,-1.112257732,0.266027352,0.673658695,"Eid1",58521,"only_PHF23_RNA"
"11098",11098,"ENSMUSG00000027361",1334,1285,1389,1460,1426,1286,0.643191569,0.631300298,0.664767453,0.691097125,0.687549608,0.728353614,1294.59637,-0.081087976,0.058584706,-1.384115095,0.166323215,0.563966878,"Gabpb1",14391,"only_PHF23_RNA"
"11542",11542,"ENSMUSG00000027365",2859,2849,2951,2807,3282,2835,0.883749181,0.897337198,0.905455409,0.851841901,1.014503257,1.029401341,2785.538648,-0.067936599,0.065434635,-1.038236082,0.299160158,0.702408069,"Trpm7",58800,"only_PHF23_RNA"
"12435",12435,"ENSMUSG00000034906",3030,2965,2990,3120,3090,2918,2.434298618,2.427192799,2.384434525,2.46086356,2.482502552,2.753805794,2974.126514,-0.047714673,0.051531603,-0.925930306,0.3544822,0.746658603,"Ncaph",215387,"only_PHF23_RNA"
"18012",18012,"ENSMUSG00000003662",890,835,865,928,896,709,1.210723006,1.15741636,1.168029697,1.239379994,1.218885183,1.132968463,852.1661519,0.012853618,0.072397054,0.177543391,0.859081585,0.963005929,"Ciao1",26371,"only_PHF23_RNA"
"18654",18654,"ENSMUSG00000027367",3307,3541,3287,3449,3531,2845,2.394906932,2.61293572,2.362855369,2.452163126,2.55712621,2.420212582,3366.299722,0.025616123,0.056445122,0.453823496,0.649955871,0.899579357,"Stard7",99138,"only_PHF23_RNA"
"20585",20585,"ENSMUSG00000027340",559,529,514,487,523,492,0.343894065,0.331601815,0.31387663,0.294132864,0.321747041,0.355545162,526.5130156,0.067857514,0.088242082,0.768992667,0.441897664,0.801522439,"Slc23a2",54338,"only_PHF23_RNA"
"18448",18448,"ENSMUSG00000027341",278,222,173,236,207,209,0.308893239,0.251341924,0.190806295,0.257440771,0.230003239,0.272788898,224.986322,0.02122401,0.153453563,0.138309006,0.889996208,0.972794489,"Tmem230",70612,"only_PHF23_RNA"
"19434",19434,"ENSMUSG00000045624",1002,1031,1161,919,1091,1032,1.082666936,1.135100123,1.245209316,0.974864781,1.178831963,1.309856282,959.1759431,0.042155373,0.090609329,0.465243184,0.641757317,0.895672038,"Esf1",66580,"only_PHF23_RNA"
"15223",15223,"ENSMUSG00000027422",2280,2260,2134,2142,2435,2041,1.175252414,1.1870065,1.091876978,1.083970564,1.25514896,1.235822527,2090.110872,-0.010283149,0.064712544,-0.158905031,0.873743697,0.968006084,"Rrbp1",81910,"only_PHF23_RNA"
"20895",20895,"ENSMUSG00000027423",10898,10268,10301,10514,10362,8586,11.16395228,10.71779339,10.47450586,10.57403778,10.61487186,10.33186801,9611.810297,0.074943575,0.046736712,1.603526916,0.108818372,0.470312508,"Snx5",69178,"only_PHF23_RNA"
"20397",20397,"ENSMUSG00000027425",1395,1380,1362,1392,1336,1170,0.910424188,0.917692155,0.882327218,0.891888434,0.871918792,0.896958271,1362.686564,0.064094375,0.061191309,1.047442456,0.294895559,0.698514005,"Kat14",228714,"only_PHF23_RNA"
"4924",4924,"ENSMUSG00000032802",36,44,43,65,65,56,0.060997281,0.075964206,0.072320167,0.108124235,0.110133979,0.111458399,49.55016943,-0.618375101,0.233855705,-2.6442592,0.008186994,0.118815303,"Srxn1",76650,"only_PHF23_RNA"
"11646",11646,"ENSMUSG00000027465",1372,1425,1426,1666,1439,1254,0.998645047,1.056866808,1.030290169,1.19051194,1.047412699,1.072189069,1474.481113,-0.065628004,0.070875733,-0.925958726,0.35446743,0.746658603,"Tbc1d20",67231,"only_PHF23_RNA"
"15514",15514,"ENSMUSG00000032715",56,63,36,47,56,50,0.108777522,0.124692415,0.06941233,0.089629445,0.108777522,0.114087466,58.16816535,-0.004067527,0.240470265,-0.016914886,0.986504517,0.996437525,"Trib3",228775,"only_PHF23_RNA"
"3784",3784,"ENSMUSG00000042745",11,13,8,33,23,6,0.03233623,0.038939323,0.023343699,0.095238457,0.067612116,0.020718807,11.27945424,-0.945105248,0.53963557,-1.751376856,0.079881017,0.410089768,"Id1",15901,"only_PHF23_RNA"
"10056",10056,"ENSMUSG00000046020",914,862,907,973,1020,865,0.285857993,0.274700698,0.281575212,0.298757421,0.319010014,0.317787675,950.6716455,-0.113390534,0.067682871,-1.675321001,0.093871267,0.44073195,"Pofut1",140484,"only_PHF23_RNA"
"21051",21051,"ENSMUSG00000042548",3594,3515,3593,3365,3482,3120,2.651729383,2.642559719,2.631427049,2.437462338,2.569093409,2.704098578,3482.232188,0.078868646,0.048723004,1.618714754,0.105508651,0.464606644,"Asxl1",228790,"only_PHF23_RNA"
"25151",25151,"ENSMUSG00000027478",694,691,658,621,574,512,0.47498507,0.481888863,0.447022488,0.417266776,0.392855087,0.411630216,611.9682688,0.237476997,0.078270809,3.034042949,0.002413001,0.051228484,"Dnmt3b",13436,"only_PHF23_RNA"
"20769",20769,"ENSMUSG00000027597",7644,8106,7973,7936,8145,6218,14.57222959,15.74563861,15.08724976,14.85281265,15.52731685,13.92428302,8044.952715,0.072122582,0.056221466,1.282829979,0.199551648,0.606624121,"Ahcy",269378,"only_PHF23_RNA"
"24140",24140,"ENSMUSG00000047459",2127,2028,2390,1994,2045,1665,5.765324114,5.601089874,6.430387248,5.306193811,5.543059621,5.301359709,1942.881535,0.177443843,0.063828992,2.77998818,0.005436088,0.091243296,"Dynlrb1",67068,"only_PHF23_RNA"
"23120",23120,"ENSMUSG00000038369",3157,2879,2787,2958,2773,2200,1.301718975,1.209574637,1.140676808,1.197409062,1.143385087,1.065570361,2696.779382,0.136109546,0.070943163,1.918571709,0.055038559,0.341828906,"Ncoa6",56406,"only_PHF23_RNA"
"9529",9529,"ENSMUSG00000038241",1063,1132,940,1078,1252,1054,0.31294886,0.339574359,0.274695125,0.311573553,0.368590755,0.364499987,1145.027063,-0.13250251,0.081975473,-1.616367747,0.106014827,0.465441049,"Cep250",16328,"only_PHF23_RNA"
"8319",8319,"ENSMUSG00000038180",32,41,38,31,46,47,0.019888989,0.025965396,0.023443871,0.018915863,0.028590422,0.034314478,38.84812957,-0.189626235,0.288817758,-0.656560167,0.511463769,0.835992836,"Spag4",245865,"only_PHF23_RNA"
"6096",6096,"ENSMUSG00000074643",4,1,8,7,6,4,0.001690646,0.000430666,0.003356338,0.002904641,0.002535969,0.001985955,4.7521843,-0.40678344,0.76796701,-0.52968869,0.596327791,NA,"Cpne1",266692,"only_PHF23_RNA"
"15301",15301,"ENSMUSG00000027618",826,742,744,846,772,674,1.053358297,0.964158271,0.941785496,1.059176053,0.984494679,1.009654458,773.1785352,-0.008704949,0.077585377,-0.112198314,0.910666166,0.97879495,"Nfs1",18041,"only_PHF23_RNA"
"9373",9373,"ENSMUSG00000046229",240,274,205,261,320,203,1.946448142,2.264281988,1.650321076,2.078135304,2.595264189,1.933946392,280.355663,-0.138944869,0.138522814,-1.003046824,0.31583827,0.718052726,"Scand1",19018,"only_PHF23_RNA"
"21410",21410,"ENSMUSG00000102869",6985,6655,7058,6875,6405,5891,8.183700249,7.944740498,8.208200314,7.907837257,7.504166084,8.107540442,6531.452499,0.087190838,0.045965681,1.896868191,0.057845337,0.350602351,"2900097C17Rik",347740,"only_PHF23_RNA"
"12015",12015,"ENSMUSG00000061689",573,572,612,640,637,525,0.20401313,0.207514228,0.216290731,0.223709892,0.226799937,0.219573335,620.2265302,-0.057315816,0.082931978,-0.691118401,0.489491137,0.825377215,"Dlgap4",228836,"only_PHF23_RNA"
"20990",20990,"ENSMUSG00000027637",791,731,783,752,778,624,1.114978937,1.049919278,1.095556881,1.040662099,1.096654378,1.033217057,762.2428866,0.077115131,0.075919511,1.015748515,0.309749159,0.711319431,"Rab5if",67388,"only_PHF23_RNA"
"8787",8787,"ENSMUSG00000027641",3453,3360,3752,4055,3931,3656,2.345815328,2.325866973,2.530131305,2.704517632,2.670547366,2.917562888,3576.643432,-0.164718451,0.058520756,-2.814701375,0.004882258,0.084939403,"Rbl1",19650,"only_PHF23_RNA"
"23154",23154,"ENSMUSG00000067787",207,199,223,189,217,158,0.355628787,0.348359768,0.380289571,0.31877928,0.372808922,0.318860298,210.1608195,0.137440064,0.123327226,1.11443408,0.26509301,0.673018233,"Blcap",53619,"only_PHF23_RNA"
"23206",23206,"ENSMUSG00000027651",2250,2083,2248,2052,2010,1817,1.081117404,1.019830423,1.072184777,0.967986753,0.965798214,1.025562342,2041.437005,0.139241588,0.054771308,2.542235947,0.011014579,0.143560296,"Rprd1b",70470,"only_PHF23_RNA"
"11025",11025,"ENSMUSG00000070544",4526,4763,5118,4787,5556,4670,2.381641034,2.553822385,2.673283547,2.473015847,2.923640651,2.886658662,4486.53741,-0.08284418,0.063183148,-1.311175263,0.189798558,0.594124901,"Top1",21969,"only_PHF23_RNA"
"18345",18345,"ENSMUSG00000016921",11143,10849,11113,11059,11236,9856,8.55906184,8.491063642,8.47302206,8.339530645,8.630496171,8.892861451,10364.08793,0.01935396,0.04200467,0.460757338,0.644972713,0.897447079,"Srsf6",67996,"only_PHF23_RNA"
"23652",23652,"ENSMUSG00000017861",3230,3094,2858,3119,2746,2274,3.336027595,3.256085307,2.930031744,3.162599544,2.836139868,2.758889905,2958.10156,0.156132309,0.073947675,2.111389021,0.034738888,0.266367642,"Mybl2",17865,"only_PHF23_RNA"
"13328",13328,"ENSMUSG00000017707",32884,31981,33202,32291,36425,29903,47.03116629,46.60596467,47.13552444,45.34029285,52.09555505,50.23803771,31831.76975,-0.030069513,0.050336423,-0.597370883,0.550259789,0.856249291,"Serinc3",26943,"only_PHF23_RNA"
"18875",18875,"ENSMUSG00000001403",4588,4328,4529,4866,4475,3656,10.16633788,9.771848734,9.961539013,10.58558715,9.915946388,9.516212142,4116.709282,0.030327177,0.065638848,0.462030911,0.644059154,0.89698715,"Ube2c",68612,"only_PHF23_RNA"
"18718",18718,"ENSMUSG00000017307",151,132,123,146,135,112,0.241617359,0.215215462,0.195361637,0.229353704,0.21601552,0.210516434,145.9554117,0.026720398,0.156819322,0.170389702,0.86470367,0.964317173,"Acot8",170789,"only_PHF23_RNA"
"6745",6745,"ENSMUSG00000017760",1529,1382,1332,2055,1744,1438,0.912101657,0.840024892,0.788720217,1.20350889,1.040356632,1.007654023,1659.440548,-0.321141297,0.084210177,-3.8135687,0.000136974,0.006009359,"Ctsa",19025,"only_PHF23_RNA"
"12126",12126,"ENSMUSG00000039849",1586,1533,1462,1665,1758,1279,1.31168193,1.291861218,1.200205782,1.351889851,1.45393243,1.242546627,1661.90342,-0.054338957,0.069992856,-0.776350046,0.437542331,0.797993659,"Pcif1",228866,"only_PHF23_RNA"
"20570",20570,"ENSMUSG00000039834",1017,1051,872,880,1073,815,0.828738174,0.872664804,0.705335699,0.704013165,0.874371741,0.780136859,997.3874586,0.067557892,0.086982022,0.776687994,0.437342872,0.797993659,"Zfp335",329559,"only_PHF23_RNA"
"14810",14810,"ENSMUSG00000039671",2455,2276,2465,2439,2511,2217,0.64634112,0.610563588,0.644184399,0.630411036,0.661084542,0.685634687,2443.094039,-0.017626594,0.051824573,-0.340120384,0.733765872,0.930579607,"Zmynd8",228880,"only_PHF23_RNA"
"21089",21089,"ENSMUSG00000002718",8417,7706,8581,8186,8182,6681,5.079113892,4.738141016,5.139862669,4.849579483,4.937306625,4.73575137,7480.857949,0.079765609,0.049323137,1.617204721,0.105834098,0.465353979,"Cse1l",110750,"only_PHF23_RNA"
"22432",22432,"ENSMUSG00000017929",2161,2000,2000,2039,1955,1619,2.68897168,2.535769712,2.470270125,2.490866228,2.432642126,2.366437876,2004.688528,0.11436682,0.058978202,1.939137087,0.052484648,0.33392614,"B4galt5",56336,"only_PHF23_RNA"
"11616",11616,"ENSMUSG00000039463",907,940,905,1000,994,845,0.302512328,0.319456697,0.299617626,0.327444355,0.331529497,0.331061971,970.3791429,-0.066128949,0.067763036,-0.975885276,0.329121319,0.728716353,"Slc9a8",77031,"only_PHF23_RNA"
"21911",21911,"ENSMUSG00000047030",1188,1190,1153,1130,1181,937,1.06866915,1.090742276,1.029530289,0.997945887,1.062372278,0.990109484,1173.2254,0.100634982,0.064556344,1.558870522,0.119027028,0.486490442,"Spata2",263876,"only_PHF23_RNA"
"21470",21470,"ENSMUSG00000006418",2150,1748,1824,1918,1843,1543,1.888772775,1.564699831,1.590556414,1.654213551,1.619073593,1.592296638,1922.727769,0.088757211,0.071412809,1.242875235,0.213913813,0.624349322,"Rnf114",81018,"only_PHF23_RNA"
"5081",5081,"ENSMUSG00000078923",15,16,19,21,35,19,0.014593746,0.015861486,0.018348988,0.020058412,0.034052075,0.021714305,22.3576979,-0.601115172,0.373468346,-1.609547845,0.107496602,0.468257163,"Ube2v1",66589,"only_PHF23_RNA"
"1568",1568,"ENSMUSG00000056501",76,69,39,147,182,114,0.31105639,0.287755067,0.158443027,0.590669556,0.744898198,0.548084076,89.46260544,-1.280729058,0.22238025,-5.759185271,8.45e-09,1.61e-06,"Cebpb",12608,"only_PHF23_RNA"
"28526",28526,"ENSMUSG00000006462",0,1,1,0,1,0,0,0.001037761,0.001010955,0,0.001018472,0,0.59325223,0.872447331,2.179273449,0.400338623,0.688907124,NA,"A530013C23Rik",329562,"only_PHF23_RNA"
"5768",5768,"ENSMUSG00000027544",22,31,19,31,35,31,0.005336912,0.007662621,0.004575135,0.007382964,0.008490541,0.008833764,29.12659871,-0.452165796,0.321326771,-1.407183707,0.159372922,0.552915886,"Nfatc2",18019,"only_PHF23_RNA"
"24634",24634,"ENSMUSG00000027551",756,740,717,664,702,529,0.687090734,0.685286804,0.646836384,0.592464172,0.638012824,0.564761088,719.4863674,0.204940916,0.078065125,2.62525572,0.008658391,0.12356576,"Zfp64",22722,"only_PHF23_RNA"
"19076",19076,"ENSMUSG00000052056",1860,1888,1801,1832,1913,1594,1.310010822,1.354915722,1.259095411,1.266744787,1.347339087,1.318763911,1815.845882,0.034556044,0.057687581,0.599020504,0.549159212,0.855780509,"Zfp217",228913,"only_PHF23_RNA"
"19408",19408,"ENSMUSG00000027496",2033,2150,2092,2157,2173,1691,2.988875255,3.220751546,3.052917583,3.11330933,3.194700408,2.920322511,1982.698275,0.041551311,0.067274678,0.617636707,0.536814843,0.850253284,"Aurka",20878,"only_PHF23_RNA"
"10335",10335,"ENSMUSG00000039263",1616,1732,1662,1856,1782,1658,1.911513811,2.087528074,1.951417038,2.155339921,2.107869809,2.303760925,1827.982256,-0.103616354,0.065199118,-1.589229383,0.112008615,0.475671851,"Npepl1",228961,"only_PHF23_RNA"
"7106",7106,"ENSMUSG00000016256",1782,1737,1750,2339,2252,1729,7.612320949,7.560622642,7.420453172,9.809374832,9.62005992,8.676032734,1943.121624,-0.279484026,0.07242708,-3.858833288,0.00011393,0.005225531,"Ctsz",64138,"only_PHF23_RNA"
"26676",26676,"ENSMUSG00000015647",3,5,7,2,3,6,0.001414982,0.002402968,0.003277258,0.000926107,0.001414982,0.00332428,5.572802454,0.404888157,0.776689099,0.521300168,0.602157684,NA,"Lama5",16776,"only_PHF23_RNA"
"20832",20832,"ENSMUSG00000092827",11,16,14,14,7,17,0.89094822,1.320468712,1.125565581,1.11324187,0.566967049,1.617430016,15.4883686,0.073854224,0.453278578,0.162933409,0.870570865,0.966627,"Mir3091",100526556,"only_PHF23_RNA"
"11984",11984,"ENSMUSG00000038990",988,963,965,1107,1068,823,0.638774765,0.63440332,0.619300041,0.70265177,0.690497419,0.625039465,990.2097844,-0.058067219,0.072600934,-0.799813664,0.423818765,0.791041395,"Cables2",252966,"only_PHF23_RNA"
"13189",13189,"ENSMUSG00000038914",2882,3018,3276,3052,3256,2920,0.880468557,0.939479836,0.9934517,0.915389911,0.994727836,1.047899237,3079.799326,-0.032810586,0.073900358,-0.443984132,0.657054056,0.901926812,"Dido1",23856,"only_PHF23_RNA"
"11843",11843,"ENSMUSG00000027575",775,812,751,874,840,692,0.271721977,0.290086451,0.261364133,0.300840438,0.294511562,0.285000718,813.2470655,-0.061091785,0.075452238,-0.809674924,0.418127034,0.788799201,"Arfgap1",228998,"only_PHF23_RNA"
"22403",22403,"ENSMUSG00000027582",574,582,492,508,539,454,0.288742229,0.298311331,0.24566682,0.250878729,0.271135995,0.268269353,544.7450308,0.113452611,0.090055641,1.259805713,0.207739458,0.616320074,"Zgpat",229007,"only_PHF23_RNA"
"20262",20262,"ENSMUSG00000000823",599,634,624,604,627,523,0.259554393,0.279923379,0.268391737,0.256945027,0.271687153,0.266207354,661.746676,0.060963959,0.077328146,0.78837994,0.430474501,0.795147202,"Zfp512b",269401,"only_PHF23_RNA"
"8920",8920,"ENSMUSG00000027706",1199,1336,1452,1422,1634,1329,1.429243814,1.622713874,1.718053738,1.664134605,1.947776808,1.860925199,1313.957162,-0.159199061,0.076523841,-2.08038512,0.037490223,0.277920175,"Sec62",69276,"only_PHF23_RNA"
"10467",10467,"ENSMUSG00000027677",1660,1758,1885,1665,1878,2009,0.457771084,0.493977869,0.515982071,0.450771264,0.517888009,0.650784203,1711.378748,-0.099153851,0.103919402,-0.954141855,0.340011842,0.73590224,"Ttc14",67120,"only_PHF23_RNA"
"14774",14774,"ENSMUSG00000027680",2102,2399,2442,2334,2359,2218,1.134615925,1.31945555,1.308412884,1.236854838,1.273339185,1.406353514,2151.2543,-0.018324799,0.066861209,-0.274072201,0.784029137,0.944071024,"Fxr1",14359,"only_PHF23_RNA"
"13094",13094,"ENSMUSG00000027708",1873,1785,1886,1776,2010,1794,0.795742835,0.772718897,0.795352475,0.740763607,0.853947196,0.895311568,1768.560112,-0.034454953,0.063748837,-0.540479709,0.588866251,0.874202654,"Dcun1d1",114893,"only_PHF23_RNA"
"9238",9238,"ENSMUSG00000025757",441,464,501,475,537,513,0.187825243,0.201363941,0.21180494,0.198614383,0.22871237,0.256654883,442.0023531,-0.144348211,0.108015978,-1.336359807,0.181431697,0.584295706,"Hspa4l",18415,"only_PHF23_RNA"
"23373",23373,"ENSMUSG00000049940",1247,1181,1397,1212,1248,953,2.130470687,2.055925439,2.369127887,2.032887974,2.132179164,1.912576468,1179.145384,0.145381025,0.076026944,1.912230299,0.055846661,0.344726027,"Pgrmc2",70804,"only_PHF23_RNA"
"21888",21888,"ENSMUSG00000023087",523,524,538,473,513,468,0.196508631,0.200613235,0.200652791,0.174478853,0.192751295,0.206558272,508.5092084,0.100032176,0.087441261,1.143992838,0.252626607,0.661139862,"Noct",12457,"only_PHF23_RNA"
"11923",11923,"ENSMUSG00000063273",6241,5937,6833,6777,6691,6016,1.792774431,1.737748287,1.948345069,1.911219948,1.922040333,2.030000254,5937.27204,-0.059400209,0.060841403,-0.97631229,0.328909732,0.728485156,"Naa15",74838,"only_PHF23_RNA"
"15326",15326,"ENSMUSG00000027739",281,291,310,297,318,259,0.358717435,0.378518846,0.392817519,0.372223966,0.405950692,0.38838525,278.3430785,-0.008205746,0.111456026,-0.073623167,0.941310236,0.986742756,"Rab33b",19338,"only_PHF23_RNA"
